condition,step,mean_c_score,ci95
heredity+hill,18600,0.499591,0.056618
heredity+hill,18700,0.529282,0.061346
heredity+hill,18800,0.543778,0.057839
heredity+hill,18900,0.538545,0.065932
heredity+hill,19000,0.542602,0.067514
heredity+hill,19100,0.541521,0.064392
heredity+hill,19200,0.539152,0.068560
heredity+hill,19300,0.530353,0.065213
heredity+hill,19400,0.533292,0.071890
heredity+hill,19500,0.538291,0.070521
heredity+hill,19600,0.540513,0.069088
heredity+hill,19700,0.496090,0.055582
heredity+hill,19800,0.506114,0.053647
heredity+hill,19900,0.491708,0.051724
heredity+hill,20000,0.502110,0.051496
heredity+hill,20100,0.508309,0.054644
heredity+hill,20200,0.501663,0.056757
heredity+hill,20300,0.500819,0.059127
heredity+hill,20400,0.513449,0.057679
heredity+hill,20500,0.522561,0.060828
heredity+hill,20600,0.541218,0.062344
heredity+hill,20700,0.525437,0.059089
heredity+hill,20800,0.526494,0.060038
heredity+hill,20900,0.556793,0.064560
heredity+hill,21000,0.569954,0.074515
heredity+hill,21100,0.564944,0.062728
heredity+hill,21200,0.513158,0.057130
heredity+hill,21300,0.522838,0.057905
heredity+hill,21400,0.510831,0.059843
heredity+hill,21500,0.535255,0.055337
heredity+hill,21600,0.525642,0.062697
heredity+hill,21700,0.516905,0.055191
heredity+hill,21800,0.498596,0.054653
heredity+hill,21900,0.504690,0.062159
heredity+hill,22000,0.521098,0.053896
heredity+hill,22100,0.512374,0.058923
heredity+hill,22200,0.522297,0.060226
heredity+hill,22300,0.525598,0.062010
heredity+hill,22400,0.540591,0.053689
heredity+hill,22500,0.538719,0.053447
heredity+hill,22600,0.552251,0.061560
heredity+hill,22700,0.524725,0.058451
heredity+hill,22800,0.516823,0.063939
heredity+hill,22900,0.534495,0.062492
heredity+hill,23000,0.524831,0.065966
heredity+hill,23100,0.536048,0.064691
heredity+hill,23200,0.511256,0.054190
heredity+hill,23300,0.540087,0.049618
heredity+hill,23400,0.535405,0.049403
heredity+hill,23500,0.543292,0.047889
heredity+hill,23600,0.526843,0.046886
heredity+hill,23700,0.531978,0.057820
heredity+hill,23800,0.544395,0.056443
heredity+hill,23900,0.559450,0.054527
heredity+hill,24000,0.580391,0.058115
heredity+hill,24100,0.561650,0.056307
heredity+hill,24200,0.520567,0.049411
heredity+hill,24300,0.516240,0.051221
heredity+hill,24400,0.529762,0.051719
heredity+hill,24500,0.538806,0.055747
heredity+hill,24600,0.527654,0.051417
heredity+hill,24700,0.534788,0.045207
heredity+hill,24800,0.546627,0.039478
heredity+hill,24900,0.555440,0.047816
heredity+hill,25000,0.558654,0.052629
heredity+hill,25100,0.543933,0.042469
heredity+hill,25200,0.540861,0.047127
heredity+hill,25300,0.531973,0.035515
heredity+hill,25400,0.536125,0.038533
heredity+hill,25500,0.534328,0.041612
heredity+hill,25600,0.542262,0.046188
heredity+hill,25700,0.497159,0.048149
heredity+hill,25800,0.505996,0.049715
heredity+hill,25900,0.513958,0.049963
heredity+hill,26000,0.501616,0.047745
heredity+hill,26100,0.520557,0.044355
heredity+hill,26200,0.513636,0.054579
heredity+hill,26300,0.532123,0.056920
heredity+hill,26400,0.532276,0.050902
heredity+hill,26500,0.549603,0.045575
heredity+hill,26600,0.546260,0.039219
heredity+hill,26700,0.578367,0.040431
heredity+hill,26800,0.546079,0.034951
heredity+hill,26900,0.548342,0.042295
heredity+hill,27000,0.563552,0.046207
heredity+hill,27100,0.551298,0.055234
heredity+hill,27200,0.519127,0.049912
heredity+hill,27300,0.546607,0.051042
heredity+hill,27400,0.556602,0.045226
heredity+hill,27500,0.578661,0.055765
heredity+hill,27600,0.549457,0.055228
heredity+hill,27700,0.581342,0.052768
heredity+hill,27800,0.571071,0.053962
heredity+hill,27900,0.559991,0.054105
heredity+hill,28000,0.551784,0.052529
heredity+hill,28100,0.558874,0.056600
heredity+hill,28200,0.540931,0.052200
heredity+hill,28300,0.551951,0.055066
heredity+hill,28400,0.545889,0.058097
heredity+hill,28500,0.545754,0.058524
heredity+hill,28600,0.547795,0.061478
heredity+hill,28700,0.484710,0.039333
heredity+hill,28800,0.491578,0.042815
heredity+hill,28900,0.486098,0.047796
heredity+hill,29000,0.512256,0.049556
heredity+hill,29100,0.500835,0.045794
heredity+hill,29200,0.507806,0.046413
heredity+hill,29300,0.524069,0.050875
heredity+hill,29400,0.516749,0.047611
heredity+hill,29500,0.510385,0.045972
heredity+hill,29600,0.526064,0.047756
heredity+hill,29700,0.511305,0.052244
heredity+hill,29800,0.522366,0.066833
heredity+hill,29900,0.528863,0.066283
heredity+hill,30000,0.543271,0.055825
heredity+hill,30100,0.542564,0.051179
heredity+hill,30200,0.516472,0.052545
heredity+hill,30300,0.506160,0.045425
heredity+hill,30400,0.528842,0.047594
heredity+hill,30500,0.542558,0.051160
heredity+hill,30600,0.538758,0.057525
heredity+hill,30700,0.550090,0.061653
heredity+hill,30800,0.550983,0.049417
heredity+hill,30900,0.573643,0.055385
heredity+hill,31000,0.568277,0.050932
heredity+hill,31100,0.563544,0.047564
heredity+hill,31200,0.564144,0.058855
heredity+hill,31300,0.553312,0.057751
heredity+hill,31400,0.559456,0.056400
heredity+hill,31500,0.556516,0.064373
heredity+hill,31600,0.567609,0.059579
heredity+hill,31700,0.507830,0.048771
heredity+hill,31800,0.519110,0.054654
heredity+hill,31900,0.523211,0.054334
heredity+hill,32000,0.509555,0.052761
heredity+hill,32100,0.508314,0.046126
heredity+hill,32200,0.527903,0.051492
heredity+hill,32300,0.555158,0.063103
heredity+hill,32400,0.557237,0.058474
heredity+hill,32500,0.546467,0.050269
heredity+hill,32600,0.575564,0.062680
heredity+hill,32700,0.578198,0.056837
heredity+hill,32800,0.577594,0.053375
heredity+hill,32900,0.574608,0.055673
heredity+hill,33000,0.563835,0.060950
heredity+hill,33100,0.562240,0.062321
heredity+hill,33200,0.510999,0.042252
heredity+hill,33300,0.517880,0.044181
heredity+hill,33400,0.508217,0.049006
heredity+hill,33500,0.510017,0.048048
heredity+hill,33600,0.531574,0.051283
heredity+hill,33700,0.535448,0.057963
heredity+hill,33800,0.545194,0.055116
heredity+hill,33900,0.548375,0.047315
heredity+hill,34000,0.564048,0.038965
heredity+hill,34100,0.546302,0.043507
heredity+hill,34200,0.558648,0.047146
heredity+hill,34300,0.569537,0.052846
heredity+hill,34400,0.585284,0.052269
heredity+hill,34500,0.602110,0.057920
heredity+hill,34600,0.592709,0.067922
heredity+hill,34700,0.545670,0.057434
heredity+hill,34800,0.489316,0.043709
heredity+hill,34900,0.521391,0.050650
heredity+hill,35000,0.520206,0.055811
heredity+hill,35100,0.517479,0.059194
heredity+hill,35200,0.542631,0.062277
heredity+hill,35300,0.539484,0.063065
heredity+hill,35400,0.542343,0.062924
heredity+hill,35500,0.537994,0.060431
heredity+hill,35600,0.532841,0.062260
heredity+hill,35700,0.546336,0.063593
heredity+hill,35800,0.533754,0.059906
heredity+hill,35900,0.535992,0.056593
heredity+hill,36000,0.564059,0.060017
heredity+hill,36100,0.555176,0.059147
heredity+hill,36200,0.530951,0.056139
heredity+hill,36300,0.531068,0.056780
heredity+hill,36400,0.504198,0.058331
heredity+hill,36500,0.506432,0.057405
heredity+hill,36600,0.510747,0.062812
heredity+hill,36700,0.519912,0.053819
heredity+hill,36800,0.544034,0.056383
heredity+hill,36900,0.552851,0.057070
heredity+hill,37000,0.556605,0.059774
heredity+hill,37100,0.544645,0.061825
heredity+hill,37200,0.553328,0.064344
heredity+hill,37300,0.550269,0.071730
heredity+hill,37400,0.545855,0.063883
heredity+hill,37500,0.529859,0.060086
heredity+hill,37600,0.515678,0.057674
heredity+hill,37700,0.486586,0.053298
heredity+hill,37800,0.470261,0.047749
heredity+hill,37900,0.471896,0.055127
heredity+hill,38000,0.478401,0.062510
heredity+hill,38100,0.488550,0.063484
heredity+hill,38200,0.515245,0.062251
heredity+hill,38300,0.528272,0.063508
heredity+hill,38400,0.522093,0.062100
heredity+hill,38500,0.528567,0.062770
heredity+hill,38600,0.553515,0.060952
heredity+hill,38700,0.535196,0.056758
heredity+hill,38800,0.535670,0.060566
heredity+hill,38900,0.523532,0.063859
heredity+hill,39000,0.525601,0.062160
heredity+hill,39100,0.522195,0.062848
heredity+hill,39200,0.523400,0.045914
heredity+hill,39300,0.545949,0.055750
heredity+hill,39400,0.546718,0.053628
heredity+hill,39500,0.542125,0.052338
heredity+hill,39600,0.548530,0.054196
heredity+hill,39700,0.548136,0.058363
heredity+hill,39800,0.550412,0.057970
heredity+hill,39900,0.553895,0.054964
heredity+hill,40000,0.571911,0.058818
heredity+hill,40100,0.581232,0.059390
heredity+hill,40200,0.568758,0.065172
heredity+hill,40300,0.552322,0.059723
heredity+hill,40400,0.546423,0.056476
heredity+hill,40500,0.545130,0.052722
heredity+hill,40600,0.559573,0.050038
heredity+hill,40700,0.505464,0.044781
heredity+hill,40800,0.523206,0.053034
heredity+hill,40900,0.533465,0.059512
heredity+hill,41000,0.516763,0.058381
heredity+hill,41100,0.510576,0.055920
heredity+hill,41200,0.534056,0.060104
heredity+hill,41300,0.571841,0.060343
heredity+hill,41400,0.582729,0.060608
heredity+hill,41500,0.586169,0.056505
heredity+hill,41600,0.587550,0.056085
heredity+hill,41700,0.572186,0.058166
heredity+hill,41800,0.565506,0.056835
heredity+hill,41900,0.586660,0.053150
heredity+hill,42000,0.584316,0.049219
heredity+hill,42100,0.566185,0.047215
heredity+hill,42200,0.537909,0.047597
heredity+hill,42300,0.538018,0.054844
heredity+hill,42400,0.494021,0.053583
heredity+hill,42500,0.494888,0.052631
heredity+hill,42600,0.503887,0.057950
heredity+hill,42700,0.517475,0.052559
heredity+hill,42800,0.540214,0.050888
heredity+hill,42900,0.533906,0.048077
heredity+hill,43000,0.550229,0.058619
heredity+hill,43100,0.562175,0.056660
heredity+hill,43200,0.566103,0.060226
heredity+hill,43300,0.546289,0.066403
heredity+hill,43400,0.550568,0.071978
heredity+hill,43500,0.548560,0.070684
heredity+hill,43600,0.564615,0.064326
heredity+hill,43700,0.534788,0.055352
heredity+hill,43800,0.538805,0.054819
heredity+hill,43900,0.521223,0.055655
heredity+hill,44000,0.514698,0.054828
heredity+hill,44100,0.525611,0.051654
heredity+hill,44200,0.501119,0.054723
heredity+hill,44300,0.530446,0.055208
heredity+hill,44400,0.529991,0.058450
heredity+hill,44500,0.550555,0.060303
heredity+hill,44600,0.558433,0.049844
heredity+hill,44700,0.548504,0.056393
heredity+hill,44800,0.547598,0.063627
heredity+hill,44900,0.515232,0.061139
heredity+hill,45000,0.548614,0.058346
heredity+hill,45100,0.555612,0.057926
heredity+hill,45200,0.548044,0.050308
heredity+hill,45300,0.547368,0.054818
heredity+hill,45400,0.527551,0.054800
heredity+hill,45500,0.519538,0.054754
heredity+hill,45600,0.489969,0.057708
heredity+hill,45700,0.483354,0.058304
heredity+hill,45800,0.491677,0.054554
heredity+hill,45900,0.506986,0.054308
heredity+hill,46000,0.525229,0.051481
heredity+hill,46100,0.519709,0.046871
heredity+hill,46200,0.516311,0.057178
heredity+hill,46300,0.529778,0.054288
heredity+hill,46400,0.539929,0.060550
heredity+hill,46500,0.573865,0.063298
heredity+hill,46600,0.581247,0.062861
heredity+hill,46700,0.552649,0.058394
heredity+hill,46800,0.565964,0.058906
heredity+hill,46900,0.568925,0.053659
heredity+hill,47000,0.566749,0.050225
heredity+hill,47100,0.548046,0.052132
heredity+hill,47200,0.542354,0.044992
heredity+hill,47300,0.563900,0.043146
heredity+hill,47400,0.561830,0.048803
heredity+hill,47500,0.550567,0.051517
heredity+hill,47600,0.543616,0.050093
heredity+hill,47700,0.559579,0.049247
heredity+hill,47800,0.567349,0.057890
heredity+hill,47900,0.574434,0.054829
heredity+hill,48000,0.557816,0.042451
heredity+hill,48100,0.564926,0.051625
heredity+hill,48200,0.499810,0.053569
heredity+hill,48300,0.516905,0.054567
heredity+hill,48400,0.526279,0.049584
heredity+hill,48500,0.546911,0.049744
heredity+hill,48600,0.533438,0.050760
heredity+hill,48700,0.522970,0.044758
heredity+hill,48800,0.530444,0.042706
heredity+hill,48900,0.545411,0.051730
heredity+hill,49000,0.550567,0.048629
heredity+hill,49100,0.557487,0.054914
heredity+hill,49200,0.539984,0.066537
heredity+hill,49300,0.532674,0.059059
heredity+hill,49400,0.541853,0.065157
heredity+hill,49500,0.549348,0.065999
heredity+hill,49600,0.572160,0.068397
heredity+hill,49700,0.537680,0.061492
heredity+hill,49800,0.538560,0.063649
heredity+hill,49900,0.545783,0.056607
heredity+hill,50000,0.522591,0.046764
heredity+hill,50100,0.500213,0.047135
heredity+hill,50200,0.510476,0.053678
heredity+hill,50300,0.501216,0.048267
heredity+hill,50400,0.529278,0.057579
heredity+hill,50500,0.540371,0.057603
heredity+hill,50600,0.535959,0.062022
heredity+hill,50700,0.544774,0.065200
heredity+hill,50800,0.523782,0.058931
heredity+hill,50900,0.544208,0.064638
heredity+hill,51000,0.558267,0.063391
heredity+hill,51100,0.557711,0.063429
heredity+hill,51200,0.550151,0.058524
heredity+hill,51300,0.531850,0.063258
heredity+hill,51400,0.521208,0.067631
heredity+hill,51500,0.520918,0.060027
heredity+hill,51600,0.535432,0.056345
heredity+hill,51700,0.528429,0.057536
heredity+hill,51800,0.504681,0.053651
heredity+hill,51900,0.488671,0.055531
heredity+hill,52000,0.514941,0.059489
heredity+hill,52100,0.529574,0.066341
heredity+hill,52200,0.524415,0.074870
heredity+hill,52300,0.528150,0.067081
heredity+hill,52400,0.531575,0.070303
heredity+hill,52500,0.520713,0.070261
heredity+hill,52600,0.515526,0.064899
heredity+hill,52700,0.491625,0.055192
heredity+hill,52800,0.492871,0.053797
heredity+hill,52900,0.494014,0.054355
heredity+hill,53000,0.482497,0.051631
heredity+hill,53100,0.496196,0.060829
heredity+hill,53200,0.498392,0.063440
heredity+hill,53300,0.501747,0.069391
heredity+hill,53400,0.487369,0.063462
heredity+hill,53500,0.489106,0.068239
heredity+hill,53600,0.490600,0.060074
heredity+hill,53700,0.507540,0.056914
heredity+hill,53800,0.529249,0.054193
heredity+hill,53900,0.539709,0.057688
heredity+hill,54000,0.549054,0.053061
heredity+hill,54100,0.577661,0.061976
heredity+hill,54200,0.528016,0.055026
heredity+hill,54300,0.525159,0.056983
heredity+hill,54400,0.518397,0.061163
heredity+hill,54500,0.520750,0.059503
heredity+hill,54600,0.511389,0.057609
heredity+hill,54700,0.510371,0.055090
heredity+hill,54800,0.526044,0.061441
heredity+hill,54900,0.525601,0.058902
heredity+hill,55000,0.526442,0.055096
heredity+hill,55100,0.536111,0.061220
heredity+hill,55200,0.534419,0.060377
heredity+hill,55300,0.546126,0.064073
heredity+hill,55400,0.548319,0.066388
heredity+hill,55500,0.545157,0.063546
heredity+hill,55600,0.531867,0.066723
heredity+hill,55700,0.495025,0.062219
heredity+hill,55800,0.511356,0.064257
heredity+hill,55900,0.522554,0.065508
heredity+hill,56000,0.513495,0.060083
heredity+hill,56100,0.536298,0.060304
heredity+hill,56200,0.527622,0.058306
heredity+hill,56300,0.529953,0.057941
heredity+hill,56400,0.525765,0.064629
heredity+hill,56500,0.532395,0.066677
heredity+hill,56600,0.547043,0.064003
heredity+hill,56700,0.546022,0.066859
heredity+hill,56800,0.537717,0.062413
heredity+hill,56900,0.538930,0.064520
heredity+hill,57000,0.552084,0.068370
heredity+hill,57100,0.557133,0.068914
heredity+hill,57200,0.522752,0.051312
heredity+hill,57300,0.513448,0.053871
heredity+hill,57400,0.519672,0.061733
heredity+hill,57500,0.503040,0.061681
heredity+hill,57600,0.500673,0.059350
heredity+hill,57700,0.520159,0.058513
heredity+hill,57800,0.536095,0.071195
heredity+hill,57900,0.541633,0.068635
heredity+hill,58000,0.545534,0.069710
heredity+hill,58100,0.531039,0.069091
heredity+hill,58200,0.546043,0.066182
heredity+hill,58300,0.533479,0.057555
heredity+hill,58400,0.562853,0.057967
heredity+hill,58500,0.560105,0.059791
heredity+hill,58600,0.572458,0.062532
heredity+hill,58700,0.530393,0.063219
heredity+hill,58800,0.533624,0.058868
heredity+hill,58900,0.520341,0.056856
heredity+hill,59000,0.508106,0.057736
heredity+hill,59100,0.521265,0.059223
heredity+hill,59200,0.536311,0.061192
heredity+hill,59300,0.538037,0.057040
heredity+hill,59400,0.541309,0.057463
heredity+hill,59500,0.524915,0.061780
heredity+hill,59600,0.541850,0.065212
heredity+hill,59700,0.532609,0.060163
heredity+hill,59800,0.521738,0.058754
heredity+hill,59900,0.532765,0.053544
heredity+hill,60000,0.534524,0.056922
heredity+hill,60100,0.536723,0.056249
heredity+hill,60200,0.502557,0.049279
heredity+hill,60300,0.513786,0.054087
heredity+hill,60400,0.504700,0.054143
heredity+hill,60500,0.506992,0.063505
heredity+hill,60600,0.514515,0.063716
heredity+hill,60700,0.523705,0.061246
heredity+hill,60800,0.541435,0.064703
heredity+hill,60900,0.542207,0.063879
heredity+hill,61000,0.530393,0.069524
heredity+hill,61100,0.505767,0.068487
heredity+hill,61200,0.525828,0.076760
heredity+hill,61300,0.535364,0.072507
heredity+hill,61400,0.528513,0.074430
heredity+hill,61500,0.545224,0.074619
heredity+hill,61600,0.552960,0.068044
heredity+hill,61700,0.541400,0.064813
heredity+hill,61800,0.538367,0.065575
heredity+hill,61900,0.549142,0.067673
heredity+hill,62000,0.531823,0.063597
heredity+hill,62100,0.522309,0.064315
heredity+hill,62200,0.525665,0.064100
heredity+hill,62300,0.527628,0.060994
heredity+hill,62400,0.550672,0.056716
heredity+hill,62500,0.558285,0.060320
heredity+hill,62600,0.577637,0.062077
heredity+hill,62700,0.570533,0.063987
heredity+hill,62800,0.559687,0.063813
heredity+hill,62900,0.549419,0.065067
heredity+hill,63000,0.542931,0.068924
heredity+hill,63100,0.547771,0.062208
heredity+hill,63200,0.492242,0.059596
heredity+hill,63300,0.506809,0.062547
heredity+hill,63400,0.523759,0.060496
heredity+hill,63500,0.539156,0.063066
heredity+hill,63600,0.528562,0.058634
heredity+hill,63700,0.546559,0.062734
heredity+hill,63800,0.561272,0.066849
heredity+hill,63900,0.563644,0.074546
heredity+hill,64000,0.545631,0.072743
heredity+hill,64100,0.552804,0.066676
heredity+hill,64200,0.550726,0.062157
heredity+hill,64300,0.573177,0.066553
heredity+hill,64400,0.568995,0.069488
heredity+hill,64500,0.576937,0.071721
heredity+hill,64600,0.576224,0.071705
heredity+hill,64700,0.521368,0.057838
heredity+hill,64800,0.530744,0.066159
heredity+hill,64900,0.515082,0.057482
heredity+hill,65000,0.505087,0.056802
heredity+hill,65100,0.504862,0.051630
heredity+hill,65200,0.516012,0.058898
heredity+hill,65300,0.532218,0.068452
heredity+hill,65400,0.521920,0.064196
heredity+hill,65500,0.550527,0.069210
heredity+hill,65600,0.551849,0.067092
heredity+hill,65700,0.562936,0.069407
heredity+hill,65800,0.558838,0.066318
heredity+hill,65900,0.557110,0.065659
heredity+hill,66000,0.565517,0.069324
heredity+hill,66100,0.557243,0.065883
heredity+hill,66200,0.521399,0.054256
heredity+hill,66300,0.526561,0.056974
heredity+hill,66400,0.508319,0.056293
heredity+hill,66500,0.507917,0.055255
